# peacockdb cost-model calibration record. One row per call — per
# (plan node, recipe step, call index), not per node and not per output partition: one
#   plan node publishes several recipe steps, and a batched run drives each of them once
#   per batch per lane. A call answering with several output partitions is still one row,
#   its cost summed over the regions it opened.
# A benchmark executes its plan several times and writes every measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, mode, node_seq, recipe_seq, call_index) recurs once per execution,
#   told apart by run_index. Spread across executions is data.
# One file is one run. The `# run:` lines below hold what is constant across it, and each
#   of them changes what the microseconds mean — so appending a run that disagrees with
#   them is refused rather than merged.
# capture = which Nsight pass measured this, `none` for a plain run. Tracing and the
#   memory counters each cost the query several percent, so a captured run writes this
#   file and never the .benchmark.txt tree.
# mode = the batch-partitioned planning mode, `tp4-sized` and the like. The same query
#   at two modes is a different plan and a different set of calls.
# node_seq = the node's position in the tree, post-order — the same space recipe_seq is
#   in. The driver numbers nodes pre-order, so this is a translation and not the index a
#   report is walked by.
# lane = the lane the node was driven on. A scatter is driven on one and emits into four,
#   a cross-lane accumulator the other way round; a call belongs to the driving one.
# recipe_seq = the seq the call addressed in the FlatBuffers plan. Deliberately a different
#   index from node_seq: one plan node with two calls is one tree position and two fb ones.
# recipe_kind = what the call addressed: the fb node kind, `CudfAggregate{Partial}` and
#   the like, or the ABI symbol for the two calls that address no wire node — a slice and
#   an export. Redundant given the plan, and written so a row is readable without one.
# call_index = which call of this recipe_seq the session had reached, 0 for the first.
#   The number C++ counts to independently, and the key the two halves of a measurement
#   meet on.
# run_index = which execution of the case, 0 for the first measured one — the warm-up is
#   not written. Derivable from a repeat of call_index 0 and written anyway, so that a
#   file joined against this one (hbm.tsv) names the same execution by the same number
#   rather than by its own count of the same boundary.
# in_rows/in_bytes = what the caller handed over, summed over the call's input slots. For
#   a call in the middle of a node's chain, what the call before it answered with — which
#   is the only side that ever priced that handle.
# out_rows/out_bytes = what the call answered with, summed over its output partitions.
#   Priced on this side from the rows the ABI reported and the schema that output belongs
#   to; C++ prices nothing. The two calls no batch is built from — an aggregate before its
#   finalize, the concat before a merge — are priced with the node's intermediate schema.
# host_us = the steady clock across the whole call, summed over its regions. Not launch
#   cost: cuDF and rmm synchronize internally, so it follows device_us closely.
# device_us = between the region's CUDA events, on the one stream everything is issued
#   to. An interval of that stream, not a figure for the device as a whole.
# hbm_bytes is not here: it comes from Nsight and joins on the same tuple.
# run: timing_mode=events
# run: build=release
# run: allocator=rmm-pool initial=69.0GiB max=69.0GiB of 139.3GiB free on a discrete device
# run: capture=none
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	in_rows	in_bytes	out_rows	out_bytes	host_us	device_us
tpch	40	q6	tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	8	0	0	36618240	1922457600	31392	32015
tpch	40	q6	tp1-single	5	GpuUnload	0	6	result_from_handle	1	9	1	17	1	17	56	55
tpch	40	q6	tp1-single	4	GpuProject	0	6	CudfProject	0	9	1	17	1	17	6	5
tpch	40	q6	tp1-single	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	9	1	17	1	17	8	3
tpch	40	q6	tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	9	1	17	1	17	10986	190
tpch	40	q6	tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	9	1	17	1	17	9	8
tpch	40	q6	tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	9	4565749	147245406	1	17	687	11445
tpch	40	q6	tp1-single	1	GpuFilter	0	1	CudfFilter	0	9	36618240	1922457600	4565749	147245406	4622	4073
tpch	40	q6	tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	9	0	0	36618240	1922457600	31678	32298
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	0	1	17	1	17	67	66
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	0	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	0	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	0	4	65	1	17	178	164
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	0	1	17	1	17	9	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	0	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	0	1	17	1	17	10827	192
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	0	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	0	1	17	1	17	153	152
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	0	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	0	1	17	1	17	150	149
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	0	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	0	1	17	1	17	148	146
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	0	1128903	36407122	1	17	378	11083
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	0	1156251	37289096	1	17	11063	11221
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	0	1138946	36731010	1	17	11195	11037
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	0	1141649	36818182	1	17	11030	10996
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	0	9093120	477388800	1128903	36407122	1562	1432
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	0	9216000	483840000	1156251	37289096	1394	1401
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	0	9093120	477388800	1138946	36731010	1381	1384
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	0	9216000	483840000	1141649	36818182	1399	1402
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	0	0	0	9093120	477388800	19610	19762
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	0	0	0	9216000	483840000	21546	21555
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	0	0	0	9093120	477388800	21381	21389
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	0	0	0	9216000	483840000	21463	21473
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	1	1	17	1	17	67	66
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	1	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	1	4	68	4	65	14	13
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	1	4	65	1	17	150	148
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	1	1	17	1	17	9	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	1	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	1	1	17	1	17	10893	180
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	1	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	1	1	17	1	17	152	151
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	1	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	1	1	17	1	17	159	158
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	1	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	1	1	17	1	17	157	155
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	1	1128903	36407122	1	17	417	11087
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	1	1156251	37289096	1	17	11012	11101
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	1	1138946	36731010	1	17	11084	10983
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	1	1141649	36818182	1	17	10975	11073
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	1	9093120	477388800	1128903	36407122	1648	1519
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	1	9216000	483840000	1156251	37289096	1473	1473
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	1	9093120	477388800	1138946	36731010	1462	1460
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	1	9216000	483840000	1141649	36818182	1476	1476
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	1	0	0	9093120	477388800	19614	19760
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	1	0	0	9216000	483840000	20484	20502
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	1	0	0	9093120	477388800	22268	22277
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	1	0	0	9216000	483840000	21275	21274
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	2	1	17	1	17	68	67
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	2	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	2	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	2	4	65	1	17	149	148
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	2	1	17	1	17	8	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	1	17	1	17	10866	187
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	2	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	2	1	17	1	17	151	150
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	2	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	2	1	17	1	17	162	161
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	2	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	2	1	17	1	17	158	157
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	1128903	36407122	1	17	380	10948
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	2	1156251	37289096	1	17	10925	11162
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	2	1138946	36731010	1	17	11154	11048
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	2	1141649	36818182	1	17	11033	11046
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	2	9093120	477388800	1128903	36407122	1573	1439
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	2	9216000	483840000	1156251	37289096	1426	1432
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	2	9093120	477388800	1138946	36731010	1397	1399
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	2	9216000	483840000	1141649	36818182	1399	1405
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	2	0	0	9093120	477388800	19498	19642
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	2	0	0	9216000	483840000	23029	23052
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	2	0	0	9093120	477388800	20596	20604
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	2	0	0	9216000	483840000	21600	21611
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	3	1	17	1	17	67	66
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	3	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	3	4	68	4	65	22	20
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	3	4	65	1	17	154	153
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	3	1	17	1	17	9	9
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	1	17	1	17	10805	184
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	3	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	3	1	17	1	17	153	151
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	3	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	3	1	17	1	17	150	149
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	3	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	3	1	17	1	17	162	160
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	1128903	36407122	1	17	376	11103
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	3	1156251	37289096	1	17	11069	11147
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	3	1138946	36731010	1	17	11135	11006
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	3	1141649	36818182	1	17	11005	10991
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	3	9093120	477388800	1128903	36407122	1579	1447
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	3	9216000	483840000	1156251	37289096	1394	1401
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	3	9093120	477388800	1138946	36731010	1388	1390
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	3	9216000	483840000	1141649	36818182	1413	1407
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	3	0	0	9093120	477388800	19973	20123
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	3	0	0	9216000	483840000	20643	20656
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	3	0	0	9093120	477388800	20566	20572
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	3	0	0	9216000	483840000	21379	21390
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	4	1	17	1	17	68	67
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	4	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	4	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	4	4	65	1	17	167	166
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	4	1	17	1	17	9	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	1	17	1	17	10776	171
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	4	1	17	1	17	7	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	4	1	17	1	17	150	148
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	4	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	4	1	17	1	17	149	148
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	4	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	4	1	17	1	17	149	147
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	1128903	36407122	1	17	409	11124
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	4	1156251	37289096	1	17	11069	11116
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	4	1138946	36731010	1	17	11102	11054
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	4	1141649	36818182	1	17	11041	10969
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	4	9093120	477388800	1128903	36407122	1580	1450
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	4	9216000	483840000	1156251	37289096	1382	1388
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	4	9093120	477388800	1138946	36731010	1367	1371
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	4	9216000	483840000	1141649	36818182	1404	1407
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	4	0	0	9093120	477388800	19785	19937
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	4	0	0	9216000	483840000	20379	20390
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	4	0	0	9093120	477388800	20427	20421
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	4	0	0	9216000	483840000	23044	23065
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	5	1	17	1	17	65	64
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	5	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	5	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	5	4	65	1	17	149	147
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	5	1	17	1	17	9	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	1	17	1	17	10876	200
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	5	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	5	1	17	1	17	166	164
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	5	1	17	1	17	7	6
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	5	1	17	1	17	153	152
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	5	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	5	1	17	1	17	147	146
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	1128903	36407122	1	17	383	11173
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	5	1156251	37289096	1	17	11150	11166
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	5	1138946	36731010	1	17	11141	11077
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	5	1141649	36818182	1	17	11073	11041
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	5	9093120	477388800	1128903	36407122	1572	1442
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	5	9216000	483840000	1156251	37289096	1412	1418
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	5	9093120	477388800	1138946	36731010	1399	1403
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	5	9216000	483840000	1141649	36818182	1399	1402
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	5	0	0	9093120	477388800	19579	19721
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	5	0	0	9216000	483840000	20147	20166
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	5	0	0	9093120	477388800	20471	20479
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	5	0	0	9216000	483840000	20713	20722
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	6	1	17	1	17	67	66
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	6	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	6	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	6	4	65	1	17	161	160
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	6	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	1	17	1	17	9	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	1	17	1	17	10710	175
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	6	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	6	1	17	1	17	150	149
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	6	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	6	1	17	1	17	146	145
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	6	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	6	1	17	1	17	148	147
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	1128903	36407122	1	17	434	11179
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	6	1156251	37289096	1	17	11098	11111
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	6	1138946	36731010	1	17	11094	11209
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	6	1141649	36818182	1	17	11210	10909
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	6	9093120	477388800	1128903	36407122	1578	1443
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	6	9216000	483840000	1156251	37289096	1397	1404
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	6	9093120	477388800	1138946	36731010	1408	1410
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	6	9216000	483840000	1141649	36818182	1411	1413
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	6	0	0	9093120	477388800	19859	20012
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	6	0	0	9216000	483840000	20410	20419
tpch	40	q6	tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	6	0	0	9093120	477388800	20537	20545
tpch	40	q6	tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	6	0	0	9216000	483840000	20350	20362
tpch	40	q6	tp4-sized	7	GpuUnload	0	8	result_from_handle	1	7	1	17	1	17	68	67
tpch	40	q6	tp4-sized	6	GpuProject	0	8	CudfProject	0	7	1	17	1	17	6	5
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	7	4	68	4	65	13	12
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	7	4	65	1	17	153	152
tpch	40	q6	tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	7	1	17	1	17	9	8
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	1	17	1	17	11	3
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	1	17	1	17	10807	184
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	7	1	17	1	17	8	7
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	7	1	17	1	17	167	166
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	7	1	17	1	17	6	6
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	7	1	17	1	17	160	159
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	7	1	17	1	17	6	5
tpch	40	q6	tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	7	1	17	1	17	148	147
tpch	40	q6	tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	1128903	36407122	1	17	373	11086
tpch	40	q6	tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	7	1156251	37289096	1	17	11060	11073
tpch	40	q6	tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	7	1138946	36731010	1	17	11063	11063
tpch	40	q6	tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	7	1141649	36818182	1	17	11063	11010
tpch	40	q6	tp4-sized	1	GpuFilter	0	1	CudfFilter	0	7	9093120	477388800	1128903	36407122	1593	1461
tpch	40	q6	tp4-sized	1	GpuFilter	1	1	CudfFilter	1	7	9216000	483840000	1156251	37289096	1410	1418
tpch	40	q6	tp4-sized	1	GpuFilter	2	1	CudfFilter	2	7	9093120	477388800	1138946	36731010	1397	1400
tpch	40	q6	tp4-sized	1	GpuFilter	3	1	CudfFilter	3	7	9216000	483840000	1141649	36818182	1424	1426
tpch	40	q6	tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	7	0	0	9093120	477388800	19902	20045
tpch	40	q6	tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	7	0	0	9216000	483840000	22550	22572
