# peacockdb cost-model calibration record. One row per CALL — per
# (plan node, recipe step, call index), not per node and not per output partition: one
#   plan node publishes several recipe steps, and a batched run drives each of them once
#   per batch per lane. A call answering with several output partitions is still ONE row;
#   its cost is the sum over its regions, because the shared prologue is charged to p0.
# A benchmark executes its plan several times and writes EVERY measured execution, in
#   the order they ran; the .benchmark.txt beside it reports one chosen run instead. So
#   the same (query, mode, node_seq, recipe_seq, call_index) recurs once per execution,
#   told apart by run_index. Spread across executions is data.
# ONE FILE IS ONE RUN. The `# run:` lines below hold what is constant across it, and
#   each of them changes what the microseconds MEAN — so appending a run that disagrees
#   with them is refused rather than merged.
# mode = the batch-partitioned planning mode, `bp-tp4-sized` and the like. The same query
#   at two modes is a different plan and a different set of calls.
# node_seq = the node's position in the TREE, post-order — the same space recipe_seq is
#   in. The driver numbers nodes pre-order, so this is a translation and not the index a
#   report is walked by.
# lane = the lane the node was DRIVEN on. A scatter is driven on one and emits into four,
#   a cross-lane accumulator the other way round; a call belongs to the driving one.
# recipe_seq = the seq the call addressed in the FlatBuffers plan. Deliberately a different
#   index from node_seq: one plan node with two calls is one tree position and two fb ones.
# recipe_kind = the fb node kind the call addressed, `CudfAggregate{Partial}` and the
#   like. Redundant with recipe_seq given the plan, and written anyway so a row is
#   readable without one.
# call_index = which call of this recipe_seq the session had reached, 0 for the first.
#   The number C++ counts to independently, and the key the two halves of a measurement
#   meet on.
# run_index = which execution of the case, 0 for the first MEASURED one — the warm-up is
#   not written. Derivable from a repeat of call_index 0 and written anyway, so that a
#   file joined against this one (hbm.tsv) names the same execution by the same number
#   rather than by its own count of the same boundary.
# out_rows/out_bytes = what the call answered with, summed over its output partitions.
#   Both come from the device's region: a call in the middle of a node's chain hands the
#   raw handle on, so this side never built a batch from it and never priced it.
# in_rows/in_bytes = what the CALLER handed over, summed over the call's input slots.
#   Empty where the input was the previous call's output: nothing on this side priced it,
#   and that call's own out_bytes is the figure.
# peacock_host_us = host time before the region's first device touch — the prologue only
#   peacockdb pays.
# cudf_host_us = host time from that touch to the end of the region. NOT launch cost:
#   cuDF and rmm synchronize internally, so it follows device_us closely.
# device_us = between the region's CUDA events, on the one stream everything is issued
#   to. An interval of that stream, not a figure for the device as a whole.
# hbm_bytes is NOT here: it comes from Nsight and joins on the same tuple.
# run: timing_mode=events
# run: build_profile=benchmarks opt-level=3
# run: allocator=rmm-pool initial=118.3GiB max=132.2GiB of 139.2GiB free on a discrete device
dataset	sf	query	mode	node_seq	node_type	lane	recipe_seq	recipe_kind	call_index	run_index	in_rows	in_bytes	out_rows	out_bytes	peacock_host_us	cudf_host_us	device_us
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	9	1		1	17	0	272	270
tpch	40	q6	bp-tp1-single	3	GpuAggregateBatches	0	5	CudfProject{finalize}	0	9	1	17	1	17	0	11	10
tpch	40	q6	bp-tp1-single	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	9	4565749	147245406	1	17	0	1042	983
tpch	40	q6	bp-tp1-single	1	GpuFilter	0	1	CudfFilter	0	9	36618240	1922457600	4565749	147245406	3	4624	4690
tpch	40	q6	bp-tp1-single	0	GpuLoadParquet	0	0	CudfScan	0	9	0	0	36618240	1922457600	1	80391	80389
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	0	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	0	4	68	4	65	0	22	22
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	0	4		1	17	0	276	275
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	0	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	0	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	0	1		1	17	0	269	267
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	0	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	0	1		1	17	0	258	257
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	0	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	0	1		1	17	0	255	254
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	0	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	0	1		1	17	0	266	265
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	0	1128903	36407122	1	17	1	635	634
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	0	1156251	37289096	1	17	0	576	575
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	0	1138946	36731010	1	17	0	562	561
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	0	1141649	36818182	1	17	0	577	576
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	0	9093120	477388800	1128903	36407122	2	1779	1778
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	0	9216000	483840000	1156251	37289096	0	1752	1751
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	0	9093120	477388800	1138946	36731010	0	1708	1707
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	0	9216000	483840000	1141649	36818182	0	1735	1734
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	0	0	0	9093120	477388800	1	52115	52113
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	0	0	0	9216000	483840000	1	52188	52187
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	0	0	0	9093120	477388800	1	53214	53213
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	0	0	0	9216000	483840000	1	52500	52499
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	1	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	1	4	68	4	65	0	23	22
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	1	4		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	1	1	17	1	17	0	12	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	1	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	1	1		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	1	1	17	1	17	0	9	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	1	1		1	17	0	256	254
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	1	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	1	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	1	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	1	1		1	17	0	258	256
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	1	1128903	36407122	1	17	1	622	620
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	1	1156251	37289096	1	17	0	570	569
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	1	1138946	36731010	1	17	0	576	575
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	1	1141649	36818182	1	17	0	576	574
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	1	9093120	477388800	1128903	36407122	2	1766	1766
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	1	9216000	483840000	1156251	37289096	0	1732	1732
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	1	9093120	477388800	1138946	36731010	0	1694	1694
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	1	9216000	483840000	1141649	36818182	0	1709	1709
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	1	0	0	9093120	477388800	1	52038	52036
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	1	0	0	9216000	483840000	1	52044	52043
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	1	0	0	9093120	477388800	1	52125	52123
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	1	0	0	9216000	483840000	1	52251	52249
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	2	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	2	4	68	4	65	0	28	27
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	2	4		1	17	0	261	259
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	2	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	2	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	2	1		1	17	0	265	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	2	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	2	1		1	17	0	264	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	2	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	2	1		1	17	0	258	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	2	1	17	1	17	0	9	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	2	1		1	17	0	254	253
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	2	1128903	36407122	1	17	1	623	622
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	2	1156251	37289096	1	17	0	577	576
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	2	1138946	36731010	1	17	0	577	576
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	2	1141649	36818182	1	17	0	580	579
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	2	9093120	477388800	1128903	36407122	2	1773	1772
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	2	9216000	483840000	1156251	37289096	0	1762	1760
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	2	9093120	477388800	1138946	36731010	1	1703	1704
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	2	9216000	483840000	1141649	36818182	0	1704	1704
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	2	0	0	9093120	477388800	1	51941	51934
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	2	0	0	9216000	483840000	1	52088	52086
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	2	0	0	9093120	477388800	1	52214	52213
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	2	0	0	9216000	483840000	1	52336	52335
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	3	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	3	4	68	4	65	0	21	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	3	4		1	17	0	267	266
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	3	1	17	1	17	0	12	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	3	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	3	1		1	17	0	265	264
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	3	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	3	1		1	17	0	260	259
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	3	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	3	1		1	17	0	255	254
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	3	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	3	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	3	1128903	36407122	1	17	0	619	617
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	3	1156251	37289096	1	17	0	572	570
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	3	1138946	36731010	1	17	0	581	580
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	3	1141649	36818182	1	17	0	579	578
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	3	9093120	477388800	1128903	36407122	2	1766	1765
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	3	9216000	483840000	1156251	37289096	0	1733	1732
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	3	9093120	477388800	1138946	36731010	1	1699	1701
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	3	9216000	483840000	1141649	36818182	0	1703	1702
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	3	0	0	9093120	477388800	1	52157	52154
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	3	0	0	9216000	483840000	1	52184	52183
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	3	0	0	9093120	477388800	1	52209	52208
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	3	0	0	9216000	483840000	1	52312	52311
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	4	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	4	4	68	4	65	0	21	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	4	4		1	17	0	258	257
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	4	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	4	1	17	1	17	0	14	14
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	4	1		1	17	0	262	261
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	4	1	17	1	17	0	10	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	4	1		1	17	0	258	257
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	4	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	4	1		1	17	0	255	253
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	4	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	4	1		1	17	0	254	253
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	4	1128903	36407122	1	17	1	623	621
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	4	1156251	37289096	1	17	0	571	570
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	4	1138946	36731010	1	17	0	569	568
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	4	1141649	36818182	1	17	0	569	568
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	4	9093120	477388800	1128903	36407122	2	1747	1746
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	4	9216000	483840000	1156251	37289096	0	1740	1738
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	4	9093120	477388800	1138946	36731010	1	1708	1707
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	4	9216000	483840000	1141649	36818182	0	1723	1723
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	4	0	0	9093120	477388800	1	52280	52278
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	4	0	0	9216000	483840000	1	52416	52415
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	4	0	0	9093120	477388800	1	52192	52191
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	4	0	0	9216000	483840000	1	52270	52269
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	5	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	5	4	68	4	65	0	20	20
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	5	4		1	17	0	262	260
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	5	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	5	1	17	1	17	0	12	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	5	1		1	17	0	264	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	5	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	5	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	5	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	5	1		1	17	0	259	258
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	5	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	5	1		1	17	0	259	258
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	5	1128903	36407122	1	17	1	631	630
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	5	1156251	37289096	1	17	0	577	576
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	5	1138946	36731010	1	17	0	580	579
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	5	1141649	36818182	1	17	0	566	565
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	5	9093120	477388800	1128903	36407122	2	1761	1760
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	5	9216000	483840000	1156251	37289096	0	1737	1737
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	5	9093120	477388800	1138946	36731010	1	1700	1700
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	5	9216000	483840000	1141649	36818182	0	1719	1718
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	5	0	0	9093120	477388800	1	52041	52039
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	5	0	0	9216000	483840000	1	52231	52229
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	5	0	0	9093120	477388800	1	52208	52206
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	5	0	0	9216000	483840000	1	52325	52324
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	6	1	17	1	17	0	10	9
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	6	4	68	4	65	0	22	21
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	6	4		1	17	0	263	261
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	6	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	6	1	17	1	17	0	13	13
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	6	1		1	17	0	264	263
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	6	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	6	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	6	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	6	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	6	1	17	1	17	0	10	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	6	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	6	1128903	36407122	1	17	0	635	634
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	6	1156251	37289096	1	17	0	579	578
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	6	1138946	36731010	1	17	0	587	585
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	6	1141649	36818182	1	17	0	568	567
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	6	9093120	477388800	1128903	36407122	2	1753	1752
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	6	9216000	483840000	1156251	37289096	0	1736	1734
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	6	9093120	477388800	1138946	36731010	1	1705	1704
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	6	9216000	483840000	1141649	36818182	0	1705	1705
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	0	0	CudfScan	0	6	0	0	9093120	477388800	1	52077	52076
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	1	0	CudfScan	1	6	0	0	9216000	483840000	1	52108	52106
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	2	0	CudfScan	2	6	0	0	9093120	477388800	1	52194	52193
tpch	40	q6	bp-tp4-sized	0	GpuLoadParquet	3	0	CudfScan	3	6	0	0	9216000	483840000	1	52140	52138
tpch	40	q6	bp-tp4-sized	6	GpuProject	0	8	CudfProject	0	7	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	5	CudfCoalescePartitions	0	7	4	68	4	65	0	22	22
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	6	CudfAggregate{Merge}	0	7	4		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	5	GpuAggregateBatches	0	7	CudfProject{finalize}	0	7	1	17	1	17	0	12	11
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	3	CudfCoalescePartitions	0	7	1	17	1	17	0	13	12
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	0	4	CudfAggregate{Merge}	0	7	1		1	17	0	259	258
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	3	CudfCoalescePartitions	1	7	1	17	1	17	0	11	10
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	1	4	CudfAggregate{Merge}	1	7	1		1	17	0	251	249
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	3	CudfCoalescePartitions	2	7	1	17	1	17	0	9	9
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	2	4	CudfAggregate{Merge}	2	7	1		1	17	0	256	255
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	3	CudfCoalescePartitions	3	7	1	17	1	17	0	9	8
tpch	40	q6	bp-tp4-sized	3	GpuAggregateBatches	3	4	CudfAggregate{Merge}	3	7	1		1	17	0	257	256
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	0	2	CudfAggregate{Partial}	0	7	1128903	36407122	1	17	0	652	651
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	1	2	CudfAggregate{Partial}	1	7	1156251	37289096	1	17	0	576	575
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	2	2	CudfAggregate{Partial}	2	7	1138946	36731010	1	17	0	562	561
tpch	40	q6	bp-tp4-sized	2	GpuAggregate	3	2	CudfAggregate{Partial}	3	7	1141649	36818182	1	17	0	575	574
tpch	40	q6	bp-tp4-sized	1	GpuFilter	0	1	CudfFilter	0	7	9093120	477388800	1128903	36407122	3	1769	1768
tpch	40	q6	bp-tp4-sized	1	GpuFilter	1	1	CudfFilter	1	7	9216000	483840000	1156251	37289096	0	1737	1736
tpch	40	q6	bp-tp4-sized	1	GpuFilter	2	1	CudfFilter	2	7	9093120	477388800	1138946	36731010	1	1710	1709
tpch	40	q6	bp-tp4-sized	1	GpuFilter	3	1	CudfFilter	3	7	9216000	483840000	1141649	36818182	0	1714	1713
